id,org,locale,support,error,java,version,failed,test,sqlstate,delete,found,rows,derby,server,junit,alpha,user,file,security,trigger,log,denied,access,tests,c,class,using,permission,read,logtofile,database,select,exception,files,set,mode,check,socket,thread,run,securitymanager,fail,information,sun,following,db,filepermission,encrypted,manager,encryption,end,key,need,port,ant,authentication,drop,sql,revoke,running,problem,needs,fileoutputstream,contains,network,fails,granted,current,jar,like,assert,would,basicdaemon,buglabel
1129.txt,4,0,0,15,18,0,0,13,0,0,2,0,13,36,2,0,0,0,5,0,2,0,0,9,151,2,0,0,6,0,0,0,24,0,0,0,0,8,6,6,0,1,0,2,0,6,0,0,0,0,6,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1156.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,2,0,84,0,1,0,3,0,2,0,0,6,1,0,2,0,0,0,0,1,0,0,0,9,0,11,0,3,2,0,3,0,3,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1
1174.txt,1,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,4,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,4,0,0,0,3,0,0,0,0,1,0,1,0,1
1496.txt,0,0,0,0,3,0,0,3,0,0,0,0,3,0,2,0,2,1,4,0,0,0,0,2,39,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1521.txt,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1538.txt,0,11,9,0,11,12,0,1,1,3,9,4,10,0,0,11,4,0,0,0,0,0,0,0,53,1,0,0,0,0,0,4,1,0,1,0,0,0,0,3,0,0,3,1,0,3,0,0,0,0,1,0,0,10,1,0,0,2,3,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1
1539.txt,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1541.txt,1,0,1,0,1,0,0,11,0,0,0,0,1,0,0,0,0,5,2,0,0,0,0,3,12,0,0,1,2,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1545.txt,4,0,0,0,20,0,0,14,0,0,0,0,10,0,0,0,0,1,9,0,1,1,6,4,76,0,0,4,1,0,0,0,2,0,0,0,4,9,1,0,4,2,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1643.txt,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1729.txt,2,11,9,0,18,12,2,9,0,18,9,11,11,0,0,11,4,1,0,7,0,0,0,3,105,1,0,0,0,0,0,18,0,1,4,3,4,0,0,4,0,6,3,1,1,4,0,0,0,0,1,1,0,9,7,1,2,9,7,0,0,0,0,6,0,0,0,1,7,0,0,0,0,1
1760.txt,0,0,0,1,6,0,0,11,0,0,1,0,27,2,6,1,0,0,0,0,0,0,1,4,54,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1832.txt,0,30,27,0,8,0,1,2,0,0,27,0,12,0,0,0,0,1,0,0,0,4,4,0,55,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,1
1849.txt,0,0,0,28,2,0,35,2,28,36,4,12,6,0,0,0,50,1,0,10,0,0,0,1,115,0,0,0,0,0,0,34,2,0,10,8,8,0,0,0,0,44,0,0,0,8,0,0,0,0,1,0,0,0,7,0,2,40,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1900.txt,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1909.txt,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,6,0,8,4,1,0,1,5,0,0,0,0,4,0,0,0,0,0,0,1
198.txt,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,4,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1
2040.txt,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,11,3,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2108.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2254.txt,48,0,0,0,50,0,5,2,0,0,0,1,57,0,0,0,3,45,0,0,86,0,1,0,193,2,2,0,14,24,5,0,1,0,5,0,6,0,14,7,0,9,0,2,2,7,0,0,6,0,4,0,0,2,3,0,0,4,0,1,0,0,0,1,0,0,0,0,0,2,14,1,12,1
2265.txt,6,0,0,1,10,0,0,22,0,0,1,0,7,1,1,0,0,0,3,0,1,0,0,7,39,0,1,0,1,0,0,0,2,0,1,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2268.txt,0,0,0,0,2,0,0,4,0,0,0,0,0,0,4,0,0,1,1,0,0,1,3,1,14,0,0,1,1,0,0,0,4,0,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238.txt,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2556.txt,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,2,0,0,0,1,0,30,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2564.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,13,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2606.txt,0,0,0,4,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,5,0,0,0,11,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
2754.txt,0,0,0,0,1,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,1,2,2,18,0,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1
2796.txt,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2874.txt,3,0,0,2,16,0,0,1,0,0,0,0,12,11,0,0,3,1,12,0,3,2,7,1,82,0,3,4,3,0,1,0,1,0,0,0,3,6,2,3,4,0,0,0,3,0,0,0,8,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,3,0,0,0,1,2,0,0,0,1
2893.txt,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,4,1,0,1,1,0,0,0,0,2,0,0,1,7,0,0,1
3153.txt,4,0,0,2,18,2,0,18,0,0,0,0,4,0,23,0,1,8,8,0,0,1,8,10,72,0,0,5,1,0,0,0,5,0,0,0,4,0,1,11,4,2,0,0,1,2,1,0,4,0,0,0,1,0,11,0,0,0,0,3,0,0,4,0,0,0,1,0,0,0,0,0,0,1
3160.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3174.txt,8,0,0,0,27,0,0,8,0,0,0,0,9,8,0,0,0,9,9,0,1,2,9,0,86,0,0,5,4,0,0,0,2,0,2,0,4,0,4,4,4,2,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,1,0,0,0,0,0,0,0,1
3202.txt,10,0,0,13,31,0,3,53,0,1,0,0,20,0,3,0,0,28,12,0,17,7,23,19,133,0,0,10,8,0,0,0,7,2,2,0,4,0,0,1,4,5,0,3,0,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
324.txt,0,0,0,2,5,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,3,1,5,0,1,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,1
3266.txt,0,15,13,2,13,16,0,2,0,1,13,3,37,1,0,0,21,0,0,0,2,0,3,0,77,1,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,3,1,0,16,0,0,0,0,1,0,0,13,1,2,0,1,0,0,1,0,0,0,1,0,0,1,9,1,0,1,0,1
3549.txt,1,0,0,3,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,2,0,3,0,0,0,0,2,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3558.txt,12,0,2,1,39,7,0,57,0,0,0,0,15,16,12,4,0,0,7,0,0,2,14,26,119,0,0,2,0,0,0,0,6,0,22,0,2,0,0,11,0,1,0,16,1,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
3657.txt,1,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,2,0,2,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3736.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3743.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3745.txt,4,0,0,0,13,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,52,8,0,0,16,0,0,0,0,0,1,0,0,0,16,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3777.txt,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4038.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1
4072.txt,22,0,0,7,23,0,0,0,0,1,0,0,24,0,0,0,4,18,0,0,16,0,0,0,143,0,0,2,1,8,6,0,6,3,0,0,0,0,0,3,0,0,0,0,1,11,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,1
42.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,10,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4201.txt,6,0,0,3,35,0,4,82,0,0,0,0,12,14,32,0,0,0,0,0,0,0,7,49,88,0,0,0,0,0,0,0,0,0,50,0,0,0,0,22,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1
4276.txt,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4292.txt,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,2,0,0,0,0,0,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4293.txt,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4321.txt,0,0,0,4,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
4326.txt,1,0,0,1,8,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,23,0,0,0,1,0,0,0,2,0,5,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4551.txt,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,2,0,0,0,56,0,0,8,0,0,8,3,0,0,0,0,0,0,0,2,0,0,0,0,1,15,0,1,0,0,3,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4602.txt,17,0,3,3,4,0,0,30,0,0,2,0,21,0,0,0,0,2,0,0,0,0,0,11,105,0,0,0,0,0,3,0,9,0,2,0,1,0,0,2,0,5,0,1,1,15,0,0,0,0,1,0,1,3,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
485.txt,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,13,3,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,1
4859.txt,4,0,0,9,18,0,1,9,0,0,0,0,6,0,0,0,0,9,9,0,0,2,9,4,93,13,0,6,0,0,4,0,6,0,0,0,4,0,0,3,4,3,0,0,1,1,2,0,5,0,0,0,0,2,0,0,0,4,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,1
622.txt,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,5,1,0,0,0,1,1,19,0,0,5,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
623.txt,0,0,0,0,2,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,8,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1
656.txt,14,0,0,0,16,0,0,2,0,0,0,0,15,0,0,0,0,0,10,0,0,1,11,0,139,9,2,7,0,0,2,0,2,0,6,0,5,0,0,1,6,0,0,0,0,4,0,0,6,0,0,0,1,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
857.txt,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,2,1,3,0,0,1,2,0,31,0,0,4,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
918.txt,2,0,0,0,8,0,0,28,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,7,30,8,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,1
1007.txt,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,91,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1009.txt,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045.txt,0,0,0,14,6,0,1,2,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,11,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052.txt,14,0,0,4,19,0,0,5,2,0,0,0,14,4,0,0,0,0,4,0,0,0,0,2,131,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072.txt,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1089.txt,19,0,0,1,3,2,1,4,0,12,1,3,25,0,0,0,0,0,0,0,1,0,0,0,138,2,0,0,2,0,5,5,3,0,2,0,0,0,2,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1101.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127.txt,12,0,0,2,26,0,1,9,0,0,1,0,16,1,0,0,0,0,0,0,1,0,0,5,121,0,0,0,12,0,4,0,2,0,10,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,21,0,0,0,0,0,1,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1128.txt,4,0,0,0,6,0,1,7,4,0,0,0,8,0,0,0,0,1,0,0,1,0,0,0,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,1,1,14,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1144.txt,0,0,0,0,0,0,0,5,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1155.txt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1157.txt,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159.txt,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122.txt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123.txt,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1231.txt,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
